,steam_appid,name,tags
2576,533540,MONMUSU,casual singleplayer steamachievements steamtradingcards inapppurchases steamcloud you are an up and coming summoner and a lover of monster girls earn money to gather up summoning materialsand summon monster girls tentaclegames nekoworks anime  femaleprotagonist  action  thirdpersonshooter  storyrich  singleplayer  sexualcontent  greatsoundtrack  visualnovel  violent  mature  nudity  psychologicalhorror  puzzle  horror  adventure  dark  detective  survivalhorror  mystery 
2577,1097130,Circuit Superstars,action singleplayer multiplayer pvp onlinepvp sharedsplitscreenpvp sharedsplitscreen crossplatformmultiplayer steamachievements fullcontrollersupport remoteplayontv remoteplaytogether circuit superstars is a topdown racer built by racing fans for racing fans celebrating generations of racing focusing on driving that feels great  but with a high skill ceiling that will have players spending hours honing their perfect lap originalfiregames squareenix controller  racing  driving  automobilesim  topdown  cute  multiplayer  localmultiplayer  indie  esports  arcade  sports  singleplayer  splitscreen  retro  4playerlocal  physics  3d  wholesome  stylized 
2578,8850,BioShock 2,action singleplayer multiplayer steamachievements fullcontrollersupport remoteplayontv set approximately 10 years after the events of the original bioshock the halls of rapture once again echo with sins of the past along the atlantic coastline a monster has been snatching little girls and bringing them back to the undersea city of rapture kmarinkchinadigitalextremeskaustralia k fps  action  singleplayer  atmospheric  storyrich  horror  shooter  firstperson  steampunk  scifi  multiplayer  underwater  dystopian  adventure  rpg  immersive  dark  greatsoundtrack  philosophical  actionrpg 
2579,557600,Gorogoa,adventure singleplayer steamachievements steamtradingcards steamcloud gorogoa is an elegant evolution of the puzzle genre told through a beautifully handdrawn story designed and illustrated by jason roberts winner of debut game at the 2018 bafta games awards as well as best mobile game and the innovation award at the gdc 2018 choice awards buriedsignal annapurnainteractive puzzle  handdrawn  indie  beautiful  atmospheric  singleplayer  casual  adventure  stylized  short  2d  point&click  mystery  storyrich  greatsoundtrack  interactivefiction  exploration  experimental  cartoony  surreal 
2580,257850,Hyper Light Drifter,action singleplayer multiplayer pvp sharedsplitscreenpvp coop sharedsplitscreencoop steamachievements fullcontrollersupport steamtradingcards remoteplayonphone remoteplayontablet remoteplayontv remoteplaytogether explore a beautiful vast and ruined world riddled with dangers and lost technologies heartmachine heartmachine pixelgraphics  greatsoundtrack  atmospheric  adventure  difficult  indie  action  hackandslash  singleplayer  exploration  rpg  2d  colorful  postapocalyptic  topdown  actionrpg  metroidvania  soulslike  fantasy  scifi 
2581,235320,Original War,indie singleplayer multiplayer pvp onlinepvp lanpvp coop onlinecoop lancoop steamachievements captionsavailable steamcloud an american geological expedition under a un mandate assesses the natural resources in a distant part of siberia deep in the trackless steppes of eastern russia but instead of oil they discover a deposit of a hitherto unknown mineral altargames bohemiainteractive strategy  rts  scifi  singleplayer  realtimewithpause  timetravel  rpg  indie  multiplayer  storyrich  difficult  war  2d  wargame  realtime  atmospheric  moddable  coop  onlinecoop  pvp 
2582,1032750,Zombie Shooter: Ares Virus,action singleplayer in year 2037 a pandemic of an unknown plague virus infection wiped out most of world animals and citizens the world turns into a dead zone and survivors lives are threatened with zombies how will you survive in this zombie pandemic game joynow joynow zombies  shooter  action  adventure  battleroyale  thirdpersonshooter  singleplayer  topdownshooter  rpg  gore  actionadventure  violent  freetoplay  thirdperson  pvp  multiplayer  point&click  arcade  2dplatformer  shootemup 
2583,207490,Rayman Origins,action singleplayer multiplayer sharedsplitscreen fullcontrollersupport remoteplayontv remoteplaytogether experience the magical universe of rayman with legendary 2d gameplay that has captured the hearts of millions of fans ubiartmontpellier ubisoft platformer  localcoop  2d  adventure  cartoony  greatsoundtrack  action  colorful  funny  singleplayer  coop  localmultiplayer  controller  comedy  4playerlocal  familyfriendly  sidescroller  difficult  multiplayer  fantasy 
2584,965680,Boomerang Fu,action singleplayer multiplayer pvp sharedsplitscreenpvp coop sharedsplitscreencoop sharedsplitscreen steamachievements fullcontrollersupport steamcloud remoteplaytogether slice and dice your friends with boomerangs in this frantic physics party game join a crew of your favorite foods as you grill chill and spill your enemies discover ridiculous powerups and stack them together in deadly combinations crankywatermelon crankywatermelon 4playerlocal  localmultiplayer  familyfriendly  partygame  fighting  competitive  localcoop  teambased  pvp  coop  topdown  physics  cute  martialarts  party  funny  comedy  arcade  action  casual 
2585,205990,Warlock 2: The Exiled,strategy singleplayer multiplayer steamachievements steamtradingcards steamworkshop steamcloud warlock 2 is a turnbased strategy game of fantasy warfare rival against great mages lead mighty armies into fierce battles wield ancient magic and faith as your weapons inocoplus paradoxinteractive strategy  fantasy  turnbased  turnbasedstrategy  4x  magic  multiplayer  hexgrid  singleplayer  rpg  adventure 
2586,13570,Tom Clancy's Splinter Cell Chaos Theory,action singleplayer the year is 2008 citywide blackouts  stock exchange sabotage  electronic hijacking of national defense systems  this is information warfare to prevent these attacks operatives must infiltrate deep into hostile territory and aggressively collect critical intelligence closer than ever to enemy soldiers ubisoftmontreal ubisoft stealth  action  thirdperson  classic  coop  greatsoundtrack  atmospheric  singleplayer  tactical  immersive  multiplayer  storyrich  shooter  thirdpersonshooter  controller  adventure  strategy 
2587,1664370,The Teleport,action singleplayer the teleport is a horror game where we try to escape from a spooky spaceship through the a camera system and the robot emreabali emreabali action  horror  adventure  thriller  psychologicalhorror  space  indie  singleplayer  actionadventure  survival  dark  aliens  3dvision 
2588,1136160,Internet Cafe Simulator,adventure singleplayer steamachievements internet cafe simulator is an internet cafe business simulation game build the best internet café in the world cheesecakedev cheesecakedev simulation  indie  sexualcontent  management  adventure  singleplayer  nudity  firstperson  economy  openworld  funny  multiplayer  strategy  walkingsimulator  action  replayvalue  hacking  exploration  atmospheric  multipleendings 
2589,311240,Zero Escape: Zero Time Dilemma,adventure singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud nine participants awaken trapped in an underground facility to escape they must play a game with deadly consequences who will live and who will die the choice is yours let the decision game begin spikechunsoftcoltd spikechunsoftcoltd puzzle  visualnovel  storyrich  psychologicalhorror  mystery  choicesmatter  adventure  anime  scifi  horror  singleplayer  greatsoundtrack  multipleendings  mature  gore  thriller  atmospheric  escaperoom  point&click  dark 
2590,1741640,Shadows of Forbidden Gods,simulation singleplayer take on the role of a dark elder god and lead your agents to bring about an apocalypse in a fantasy world work in the shadows avoiding the heroes who will try to stop you as you bring about plague and famine ice age and volcanic destruction madness and never ending night bobbytwohands fallenoakgameslimited strategy  simulation  godgame  grandstrategy  turnbasedstrategy  outbreaksim  politicalsim  2d  topdown  conspiracy  crime  dark  darkfantasy  destruction  dystopian  economy  fantasy  gothic  horror  illuminati 
2591,420290,Blackwake,action multiplayer pvp onlinepvp coop onlinecoop partialcontrollersupport remoteplayonphone remoteplayontablet blackwake is a multiplayer naval fps focused on teamwork and cooperation fire the cannons sink enemy ships or board them with firearms and steel mastfirestudiosptyltd mastfirestudiosptyltd pirates  multiplayer  navalcombat  naval  teambased  action  firstperson  coop  strategy  funny  fps  earlyaccess  sailing  indie  swordplay  openworld  casual  violent  atmospheric  adventure 
2592,341940,Hatred,action singleplayer steamachievements steamtradingcards partialcontrollersupport steamcloud steamleaderboards hatred is a violent twinstick shooter in which you take the role of the antagonist fighting against all of humanity destructivecreations destructivecreations gore  violent  action  dark  mature  shooter  villainprotagonist  indie  isometric  singleplayer  twinstickshooter  psychologicalhorror  openworld  horror  topdownshooter  darkhumor  thirdpersonshooter  survival  difficult  darkfantasy 
